secs,km,alt
2473,17.1792,591
2474,17.1874,591.267
2475,17.1957,591.533
2476,17.2039,591.8
2477,17.2085,592
2478,17.2132,592.2
2479,17.2251,592.4
2480,17.2309,592.4
2481,17.2367,592.4
2482,17.2425,592.4
2483,17.2483,592.4
2484,17.2561,592.4
2485,17.2638,592.4
2486,17.2715,592.4
2487,17.2795,592.267
2488,17.2875,592.133
2489,17.2954,592
2490,17.3014,591.95
2491,17.3074,591.9
2492,17.3134,591.85
2493,17.3194,591.8
2494,17.3261,591.65
2495,17.3329,591.5
2496,17.3396,591.35
2497,17.3464,591.2
2498,17.3532,591.1
2499,17.3599,591
2500,17.3667,590.9
2501,17.3735,590.8
2502,17.3806,590.6
2503,17.3877,590.4
2504,17.3948,590.2
2505,17.402,590
2506,17.4091,589.9
2507,17.4162,589.8
2508,17.4233,589.7
2509,17.4304,589.6
2510,17.4377,589.4
2511,17.445,589.2
2512,17.4523,589
2513,17.4596,588.8
2514,17.4669,588.65
2515,17.4742,588.5
2516,17.4815,588.35
2517,17.4888,588.2
2518,17.496,588
2519,17.5032,587.8
2520,17.5104,587.6
2521,17.5176,587.4
2522,17.5234,587.32
2523,17.5291,587.24
2524,17.5349,587.16
2525,17.5407,587.08
2526,17.5465,587
2527,17.5554,586.8
2528,17.5643,586.6
2529,17.5732,586.4
2530,17.5798,586.3
2531,17.5865,586.2
2532,17.5932,586.1
2533,17.5999,586
2534,17.6066,585.9
2535,17.6134,585.8
2536,17.6202,585.7
2537,17.627,585.6
2538,17.6337,585.55
2539,17.6405,585.5
2540,17.6472,585.45
2541,17.654,585.4
2542,17.6604,585.36
2543,17.6667,585.32
2544,17.673,585.28
2545,17.6794,585.24
2546,17.6857,585.2
2547,17.6936,585.2
2548,17.7016,585.2
2549,17.7095,585.2
2550,17.7174,585.2
2551,17.7235,585.2
2552,17.7296,585.2
2553,17.7358,585.2
2554,17.7419,585.2
2555,17.748,585.2
2556,17.7557,585.2
2557,17.7633,585.2
2558,17.771,585.2
2559,17.7786,585.2
2560,17.7855,585.25
2561,17.7923,585.3
2562,17.7992,585.35
2563,17.806,585.4
2564,17.8129,585.45
2565,17.8198,585.5
2566,17.8266,585.55
2567,17.8335,585.6
2568,17.8404,585.7
2569,17.8474,585.8
2570,17.8543,585.9
2571,17.8613,586
2572,17.8682,586.05
2573,17.8752,586.1
2574,17.8821,586.15
2575,17.8891,586.2
2576,17.8957,586.267
2577,17.9024,586.333
2578,17.9091,586.4
2579,17.9158,586.467
2580,17.9225,586.533
2581,17.9291,586.6
2582,17.9377,586.8
2583,17.9435,586.8
2584,17.9521,586.8
2585,17.9627,586.2
2586,17.9683,585.6
2587,17.9732,585
2588,17.9775,584.2
2589,17.988,582.4
2590,17.9938,581.4
2591,17.9994,580.2
2592,18.0062,579
2593,18.0144,578.6
2594,18.0226,578.2
2595,18.0309,577.8
2596,18.0371,577.6
2597,18.0433,577.4
2598,18.0495,577.2
2599,18.0556,577
2600,18.0635,576.7
2601,18.0713,576.4
2602,18.0791,576.1
2603,18.087,575.8
2604,18.0935,575.5
2605,18.1001,575.2
2606,18.1067,574.9
2607,18.1133,574.6
2608,18.1196,574.36
2609,18.1258,574.12
2610,18.1321,573.88
2611,18.1383,573.64
2612,18.1446,573.4
2613,18.1512,573.067
2614,18.1578,572.733
2615,18.1644,572.4
2616,18.1743,572.1
2617,18.1842,571.8
2618,18.1909,571.533
2619,18.1975,571.267
2620,18.2042,571
2621,18.2111,570.84
2622,18.2179,570.68
2623,18.2248,570.52
2624,18.2317,570.36
2625,18.2385,570.2
2626,18.2454,570.12
2627,18.2522,570.04
2628,18.2591,569.96
2629,18.2659,569.88
2630,18.2728,569.8
2631,18.2796,569.72
2632,18.2865,569.64
2633,18.2934,569.56
2634,18.3002,569.48
2635,18.3071,569.4
2636,18.3139,569.32
2637,18.3208,569.24
2638,18.3276,569.16
2639,18.3345,569.08
2640,18.3413,569
2641,18.3478,568.92
2642,18.3543,568.84
2643,18.3608,568.76
2644,18.3673,568.68
2645,18.3738,568.6
2646,18.3819,568.55
2647,18.39,568.5
2648,18.3981,568.45
2649,18.4062,568.4
2650,18.4127,568.4
2651,18.4191,568.4
2652,18.4256,568.4
2653,18.4321,568.4
2654,18.4386,568.4
2655,18.4459,568.3
2656,18.4533,568.2
2657,18.4587,568.1
2658,18.4642,568
2659,18.4706,568
2660,18.477,568
2661,18.488,568
2662,18.4962,568
2663,18.5008,568
2664,18.5055,568
2665,18.5177,567.8
2666,18.5239,567.8
2667,18.53,567.8
2668,18.5357,567.7
2669,18.5413,567.6
2670,18.5491,567.2
2671,18.556,567
2672,18.5629,566.8
2673,18.5694,566.65
2674,18.5759,566.5
2675,18.5825,566.35
2676,18.589,566.2
2677,18.5981,565.9
2678,18.6073,565.6
2679,18.6133,565.533
2680,18.6194,565.467
2681,18.6255,565.4
2682,18.6327,564.8
2683,18.6394,564.533
2684,18.646,564.267
2685,18.6527,564
2686,18.6592,563.733
2687,18.6657,563.467
2688,18.6722,563.2
2689,18.6808,562.8
2690,18.6895,562.4
2691,18.6958,562.133
2692,18.7021,561.867
2693,18.712,560.8
2694,18.7192,560.4
2695,18.7264,560
2696,18.7316,559.667
2697,18.7368,559.333
2698,18.742,559
2699,18.7492,558.6
2700,18.7565,558.2
2701,18.7638,558
2702,18.7712,557.8
2703,18.7785,557.6
2704,18.7881,556.8
2705,18.795,556.6
2706,18.8018,556.4
2707,18.8087,556.2
2708,18.815,556.05
2709,18.8213,555.9
2710,18.8276,555.75
2711,18.8339,555.6
2712,18.8414,555.4
2713,18.8488,555.2
2714,18.8545,555
2715,18.8601,554.8
2716,18.8668,554.7
2717,18.8736,554.6
2718,18.8824,554.6
2719,18.8912,554.6
2720,18.9001,554.6
2721,18.9051,554.6
2722,18.9102,554.6
2723,18.9153,554.6
2724,18.9273,554.6
2725,18.9341,554.7
2726,18.9409,554.8
2727,18.945,555
2728,18.9491,555.2
2729,18.9573,555.4
2730,18.9674,555.8
2731,18.9727,556.1
2732,18.9779,556.4
2733,18.9889,556.8
2734,18.9935,557.2
2735,18.9982,557.6
2736,19.0055,557.8
2737,19.0128,558
2738,19.0201,558.2
2739,19.0296,558.6
2740,19.0391,559
2741,19.0447,559.267
2742,19.0502,559.533
2743,19.0596,560.6
2744,19.0643,560.9
2745,19.0691,561.2
2746,19.0756,561.467
2747,19.0822,561.733
2748,19.0887,562
2749,19.0985,562.2
2750,19.1084,562.4
2751,19.1153,562.56
2752,19.1222,562.72
2753,19.1291,562.88
2754,19.136,563.04
2755,19.1429,563.2
2756,19.1498,564.8
2757,19.157,565.4
2758,19.164,566
2759,19.1679,566.4
2760,19.1717,566.8
2761,19.1788,567.2
2762,19.1914,568.2
2763,19.1961,568.6
2764,19.2052,569.2
2765,19.2108,569.4
2766,19.2155,569.4
2767,19.2201,569.4
2768,19.2294,569.4
2769,19.2358,569.4
2770,19.2421,569.4
2771,19.253,569.2
2772,19.2592,569.1
2773,19.2654,569
2774,19.2731,568.8
2775,19.2808,568.6
2776,19.2876,568.4
2777,19.2944,568.2
2778,19.3023,568
2779,19.3102,567.8
2780,19.3157,567.667
2781,19.3212,567.533
2782,19.3268,567.4
2783,19.3352,567.1
2784,19.3435,566.8
2785,19.3503,566.72
2786,19.357,566.64
2787,19.3637,566.56
2788,19.3704,566.48
2789,19.3771,566.4
2790,19.3838,566.36
2791,19.3906,566.32
2792,19.3973,566.28
2793,19.404,566.24
2794,19.4107,566.2
2795,19.4174,566.16
2796,19.4242,566.12
2797,19.4309,566.08
2798,19.4376,566.04
2799,19.4443,566
2800,19.4516,565.8
2801,19.4589,565.6
2802,19.4662,565.467
2803,19.4736,565.333
2804,19.481,565.2
2805,19.487,565.067
2806,19.4929,564.933
2807,19.4989,564.8
2808,19.5085,564.7
2809,19.5181,564.6
2810,19.5248,564.5
2811,19.5315,564.4
2812,19.5382,564.3
2813,19.5449,564.2
2814,19.5501,564.067
2815,19.5554,563.933
2816,19.5606,563.8
2817,19.569,563.6
2818,19.5774,563.4
2819,19.5845,563.267
2820,19.5915,563.133
2821,19.5986,563
2822,19.6056,562.867
2823,19.6127,562.733
2824,19.6197,562.6
2825,19.6275,562.333
2826,19.6352,562.067
2827,19.6429,561.8
2828,19.6488,561.7
2829,19.6546,561.6
2830,19.6604,561.5
2831,19.6662,561.4
2832,19.6731,560.9
2833,19.68,560.4
2834,19.6872,560
2835,19.6945,559.6
2836,19.7017,559.2
2837,19.7096,558.7
2838,19.7175,558.2
2839,19.7245,557.85
2840,19.7314,557.5
2841,19.7384,557.15
2842,19.7453,556.8
2843,19.7523,556.52
2844,19.7592,556.24
2845,19.7661,555.96
2846,19.773,555.68
2847,19.7813,554
2848,19.7878,553.65
2849,19.7943,553.3
2850,19.8008,552.95
2851,19.8073,552.6
2852,19.8138,552.45
2853,19.8203,552.3
2854,19.8268,552.15
2855,19.8333,552
2856,19.8404,550.8
2857,19.847,550.55
2858,19.8537,550.3
2859,19.8604,550.05
2860,19.8671,549.8
2861,19.8738,549.7
2862,19.8805,549.6
2863,19.8872,549.5
2864,19.8939,549.4
2865,19.9028,549.267
2866,19.9117,549.133
2867,19.9206,549
2868,19.9274,548.733
2869,19.9342,548.467
2870,19.941,548.2
2871,19.9473,548.05
2872,19.9537,547.9
2873,19.96,547.75
2874,19.9663,547.6
2875,19.9727,547.55
2876,19.979,547.5
2877,19.9854,547.45
2878,19.9917,547.4
2879,20.0044,547
2880,20.0091,547
2881,20.0185,547.6
2882,20.0232,548.2
2883,20.0274,549
2884,20.0339,549.5
2885,20.0405,550
2886,20.0519,551.2
2887,20.0574,551.9
2888,20.0628,552.6
2889,20.0715,553.3
2890,20.0801,554
2891,20.083,555.6
2892,20.0911,556.267
2893,20.0993,556.933
2894,20.1075,557.6
2895,20.1144,558.1
2896,20.1214,558.6
2897,20.1283,559.1
2898,20.1353,559.6
2899,20.1422,559.85
2900,20.1492,560.1
2901,20.1561,560.35
2902,20.163,560.6
2903,20.1689,561.6
2904,20.1748,562.6
2905,20.1813,563.6
2906,20.1879,564.6
2907,20.194,565.5
2908,20.2001,566.4
2909,20.2121,568.2
2910,20.2177,569
2911,20.2234,569.8
2912,20.2312,571
2913,20.2389,572.2
2914,20.2451,572.8
2915,20.2513,573.4
2916,20.2582,573.8
2917,20.2651,574.2
2918,20.2713,574.5
2919,20.2776,574.8
2920,20.2837,575
2921,20.2913,575.6
2922,20.3014,575.8
2923,20.306,575.8
2924,20.3106,575.8
2925,20.3189,575.8
2926,20.3289,575.8
2927,20.335,575.7
2928,20.341,575.6
2929,20.3509,575.4
2930,20.3583,575.2
2931,20.3658,575
2932,20.3727,574.933
2933,20.3796,574.867
2934,20.3865,574.8
2935,20.3932,574.7
2936,20.3999,574.6
2937,20.4065,574.533
2938,20.413,574.467
2939,20.4196,574.4
2940,20.4255,574.4
2941,20.4315,574.4
2942,20.4374,574.4
2943,20.4433,574.4
2944,20.4563,574.6
2945,20.4611,574.8
2946,20.468,575
2947,20.4731,575.2
2948,20.4782,575.4
2949,20.4882,575.8
2950,20.4949,576.1
2951,20.5016,576.4
2952,20.508,576.7
2953,20.5144,577
2954,20.5234,577.6
2955,20.53,578.4
2956,20.5357,579.2
2957,20.5463,580.8
2958,20.5503,581.1
2959,20.5543,581.4
2960,20.5628,582.2
2961,20.5682,582.8
2962,20.5794,584
2963,20.5865,584.4
2964,20.5945,584.6
2965,20.5984,584.7
2966,20.6086,585
2967,20.6101,585
2968,20.6189,584.933
2969,20.6277,584.867
2970,20.6365,584.8
2971,20.6431,584.75
2972,20.6497,584.7
2973,20.6563,584.65
2974,20.6629,584.6
2975,20.6685,584.4
2976,20.6763,584.2
2977,20.6822,584.067
2978,20.688,583.933
2979,20.6939,583.8
2980,20.7052,583.4
2981,20.7087,583
2982,20.7164,582.8
2983,20.7226,582.733
2984,20.7288,582.667
2985,20.7351,582.6
2986,20.742,582.5
2987,20.754,582.2
2988,20.7587,582.1
2989,20.7633,582
2990,20.7716,582
2991,20.7798,582.2
2992,20.7871,582.2
2993,20.7947,582.4
2994,20.7998,582.6
2995,20.8083,582.8
2996,20.8147,583
2997,20.8208,583.2
2998,20.8298,583.6
2999,20.8368,584
3000,20.8446,584.4
3001,20.8502,584.6
3002,20.8547,585
3003,20.8616,585.2
3004,20.8712,585.6
3005,20.8769,586
3006,20.8845,586.4
3007,20.8902,586.533
3008,20.8958,586.667
3009,20.9024,587.2
3010,20.9088,587.5
3011,20.9151,587.8
3012,20.9257,588.2
3013,20.932,588.32
3014,20.9383,588.44
3015,20.9446,588.56
3016,20.9509,588.68
3017,20.9572,588.8
3018,20.9651,588.85
3019,20.973,588.9
3020,20.9808,588.95
3021,20.9887,589
3022,20.995,589
3023,21.0013,589
3024,21.0076,589
3025,21.0139,589
3026,21.0202,589
3027,21.0281,589
3028,21.036,589
3029,21.0439,589
3030,21.0518,589
3031,21.0581,589
3032,21.0644,589
3033,21.0707,589
3034,21.077,589
3035,21.0833,589
3036,21.0912,588.95
3037,21.0991,588.9
3038,21.1069,588.85
3039,21.1148,588.8
3040,21.1191,588.4
3041,21.1271,588.3
3042,21.135,588.2
3043,21.143,588.1
3044,21.151,588
3045,21.1573,587.96
3046,21.1637,587.92
3047,21.1701,587.88
3048,21.1765,587.84
3049,21.1828,587.8
3050,21.1892,587.8
3051,21.1956,587.8
3052,21.202,587.8
3053,21.2083,587.8
3054,21.2147,587.8
3055,21.2227,587.75
3056,21.2307,587.7
3057,21.2387,587.65
3058,21.2468,587.6
3059,21.2532,587.64
3060,21.2596,587.68
3061,21.266,587.72
3062,21.2724,587.76
3063,21.2788,587.8
3064,21.2852,587.84
3065,21.2916,587.88
3066,21.2981,587.92
3067,21.3045,587.96
3068,21.3109,588
3069,21.3189,588.1
3070,21.3269,588.2
3071,21.3349,588.3
3072,21.3429,588.4
3073,21.3494,588.48
3074,21.3558,588.56
3075,21.3622,588.64
3076,21.3686,588.72
3077,21.375,588.8
3078,21.3819,589.04
3079,21.3888,589.28
3080,21.3957,589.52
3081,21.4026,589.76
3082,21.4095,590
3083,21.4173,590.35
3084,21.4252,590.7
3085,21.4331,591.05
3086,21.4409,591.4
3087,21.4472,591.56
3088,21.4535,591.72
3089,21.4598,591.88
3090,21.4661,592.04
3091,21.4724,592.2
3092,21.4803,592.4
3093,21.4881,592.6
3094,21.496,592.8
3095,21.5038,593
3096,21.5101,593.08
3097,21.5164,593.16
3098,21.5227,593.24
3099,21.529,593.32
3100,21.5353,593.4
3101,21.542,593.6
3102,21.5487,593.8
3103,21.5554,594
3104,21.562,594.067
3105,21.5687,594.133
3106,21.5754,594.2
3107,21.5829,594.25
3108,21.5905,594.3
3109,21.5981,594.35
3110,21.6056,594.4
3111,21.6132,594.45
3112,21.6207,594.5
3113,21.6283,594.55
3114,21.6359,594.6
3115,21.6418,594.64
3116,21.6477,594.68
3117,21.6536,594.72
3118,21.6595,594.76
3119,21.6654,594.8
3120,21.6728,594.85
3121,21.6801,594.9
3122,21.6875,594.95
3123,21.6949,595
3124,21.7016,595.05
3125,21.7083,595.1
3126,21.7151,595.15
3127,21.7218,595.2
